,Unnamed: 0,text,canonical
170,170,Herifi nasıl canından bezdirdiyse artık :)))),herifi nasıl canından bezdirdiyse artık :) ) ) )
171,171,Teşekkür ederim :),teşekkür ederim :)
172,172,"Siktir et dostum ya :))) bırak konuşsunlar 
 “İt ürür, kervan yürür”","siktir et dostum ya :) ) ) bırak konuşsunlar “ it ürür , kervan yürür ”"
173,173,"#pomem para için polisliğe başvurdum. Bu kadar kötü durumdayım.

Allah ım sen insanı ne ile sınıyorsun :)",#pomem para için polisliğe başvurdum . bu kadar kötü durumdayım . allahım sen insanı ne ile sınıyorsun :)
174,174,Bunu dmden devam ettirebiliriz :),bunu dmden devam ettirebiliriz :)
175,175,Biliyorum bu gece başını yastığa koyduğunda en çok sen üzüleceksin ama sana tek bi küfür yazmıcam arda.Haramilerin saltanatını sürdüremicen arda.Yaramaz arda...:))))pic.twitter.com/0i6QiaffIb,biliyorum bu gece başını yastığa koyduğunda en çok sen üzüleceksin ama sen tek bir küfür yazmacam arda . haramilerin saltanatını sürdüremicen arda . yaramaz arda ... :) ) ) ) piç . twitter.com/0i6qiaffib
176,176,çok iyi ispanyolcam olmasada istediğin zaman yardım edebilirim çekinmeden yazabilirsin :),çok iyi ispanyolcam olmasa da istediğin zaman yardım edebilirim çekinmeden yazabilirsin :)
177,177,Yak beyaa..:)),yak beyaz . . :) )
178,178,"Tabi, yolculuğun uzunluğu ve girilen stres derecesine göre izleme süre ve açıları değişiyor.. :)

Fazla dillendirmeden hemen başla çalışmalara, büyük potansiyeli var diyeyim.. ","tabii , yolculuğun uzunluğu ve girilen stres derecesine göre izleme süre ve açıları değişiyor . . :) fazla dillendirmeksizin hemen başla çalışmalara , büyük potansiyeli var diyeyim . ."
179,179,canı neler.. :D,canı neler . . : d
180,180,:D bir de bupic.twitter.com/AH6oOd6qyv,: d bir de bupic . twitter.com/ah6ood6qyv
181,181,Evin içi şampiyonlar ligi :),evin içi şampiyonlar ligi :)
182,182,Adam sadece Kasımpaşa’ya koymadı bütün algıcılara koydu :),adam sadece kasımpaşaya koymadı bütün algıcılara koydu :)
183,183,Ekrem İmamoğluna Oy verenler :) …,ekrem imamoğluna oy verenler :)   …
184,184,İfşa oldu ortamımız :) …,ifşa oldu ortamımız :)   …
185,185,Sağol cnm :)),sağ ol canım :) )
186,186,İnandın mı sen buna :D,inandın mı sen buna : d
187,187,"Ben yapardım ya. Bana bı kac pozisyon verseler Beşiktaş'ta, kanıtların kendimi :)","ben yapardım ya . bana bir kaç pozisyon verseler beşiktaş'ta , kanıtların kendimi :)"
188,188,Hala ses yok :),hala ses yok :)
189,189,Waaayy resmen tek kişisin şok içindeyim jswkzkdkak ben şu an yapıyorum 33mn olmaya çok yakın istersen sen de yapabilirsin :),waaayy resmen tek kişisin şok içindeyim jswkzkdkak ben şu an yapıyorum 33mn olmaya çok yakın istersen sen de yapabilirsin :)
190,190,Asumuya soyle Palu :p,asumuya şöyle palu :p
191,191,Bir yere kadar kendiniz yazabiliyorsunuz.En iyisi alın altını çizerek  şa zaman kaybı yapmayın kendinizin yazdığınıda unutacaksınız zaten :)),bir yere kadar kendiniz yazabiliyorsunuz . en iyisi alın altını çizerek  sa zaman kaybı yapmayın kendinizin yazdığını da unutacaksınız zaten :) )
192,192,Ahaha hocam iyi bulmuşsunuz :)),Shah'a hocam iyi bulmuşsunuz :) )
193,193,"Halim pert, duygularım mert ;)):))","halim pert , duygularım mert ;) ) :) )"
194,194,KELL TOŞ  BABANA KOŞ :Dpic.twitter.com/fRh0eTcK1R,kel tos babana koş : piç . twitter.com/frh0etck1r
195,195,kanka ucuz falan ama hesapta hiç para yok jhkajsfjhasfjfhshfjsh zaten olsa da canım anacım göndermez :),kanka ucuz falan ama hesapta hiç para yok jhkajsfjhasfjfhshfjsh zaten olsa da canım anacım göndermez :)
196,196,"neredesiniz siz :)) kayboldunuz birden bire, keşkekse hemen gelirim, hayırdır neyin kimin keşkeği bu ?","neredesiniz siz :) ) kayboldunuz birden bire , keşkekse hemen gelirim , hayırdır neyin kimin keşkeği bu ?"
197,197,Severler :),severler :)
198,198,Artık ayazdan mıdır yoksa benden aldığı cevaptan mıdır:) al al mor mor oldu :),artık ayazdan midir yoksa benden aldığı cevaptan mıdır :) al al mor mor oldu :)
199,199,beeeen :)) ühü çelişkiye düştüm #NeverGiveUpOnMX7,ben :) ) ühü çelişkiye düştüm #nevergiveuponmx7
200,200,"Romaya gitmişken orayıda bırakmayız
madem seviyorsunda :)",romaya gitmişken orayı da bırakmayız madem seviyorsun da :)
201,201,Ee tabi herkesin romantizm anlayışı farklı :)),ee tabi herkesin romantizm anlayışı farklı :) )
202,202,Tost makinasında kestane kebap. :)pic.twitter.com/m943W0Mn8k,tost makinasında kestane kebap . :) piç . twitter.com/m943w0mn8k
203,203,"ilaçlar yüzünden bir sürü hastalandım, şeker yememek en önemli dertlerimden biri değildi :)","ilaçlar yüzünden bir sürü hastalandım , şeker yememek en önemli dertlerimden biri değildi :)"
204,204,Yazabileceğin birinin olmaması peki :)),yazabileceğin birinin olmaması peki :) )
205,205,72 değilmiş ama 72ymiş gibi yapalım memleket plakası :),72 değilmiş ama 72ymiş gibi yapalım memleket plakası :)
206,206,"Bash uste :) Benetton ve Schumacher’in shubheli yenilikleri ve qelebelerinden, FIA da emelli goz yumurmus. Dehset maraqlidi :))","baş üste :) benetton ve schumacherin shubheli yenilikleri ve qelebelerinden , fıa da emelli göz yumurmuş . dehşet maraqlidi :) )"
207,207,yok brocum yap hemen hesabın yalan olsun :),yok borcum yap hemen hesabın yalan olsun :)
208,208,Hangi mactayim ??? Bilene 10x Terra Pizza verecegim arti bir Bilet :)pic.twitter.com/Q0Bi8S8vBg,hangi maçtayım ? ? ? bilene 10x terra pizza vereceğim artı bir bilet :) piç . twitter.com/q0bi8s8vbg
209,209,A bu görünti kaldi burda :)) …,a bu görüntü kaldı burda :) )   …
210,210,EVET :D,evet : d
211,211,Ben yollamadım ama istersen yollarım :),ben yollamadım ama istersen yollarım :)
212,212,Yok bilemedin Gece yarısı :)),yok bilemedin gece yarısı :) )
213,213,TSK Avrupa’ya girecek :)),tsk avrupaya girecek :) )
214,214,"Model.add(Dense(500,) ahhah :D hiç güleceğim yoktu :)","model . add ( dense ( 500 , ) hahhah : d hiç güleceğim yoktu :)"
215,215,"gülme olm.twit falı bu,kesin çıkıyo..:)","gülme olum . tweet falı bu , kesin çıkıyor . . :)"
216,216,"abi kendi aramizda anlastik olayi ben organize ediyorum, amac seni delirtmek, bunun için sorostan fon bile ayarladik :)","abi kendi aramızda anlaştık olayı ben organize ediyorum , amaç seni delirtmek , bunun için sorostan fon bile ayarladık :)"
217,217,"ahaha, çok tatlı :)","Shah'a , çok tatlı :)"
218,218,Yuppiiiesss :)) şanslı günümdeyim.,yuppiiiesss :) ) şanslı günümdeyim .
219,219,2020 den beklentim ektedir :)pic.twitter.com/AgyhufX3cS,2020 den beklentim ektedir :) piç . twitter.com/ağyhufx3cs
220,220,"seni üzüyor o yüzden demiştim amaan boşver, dinlemeye devam :))","seni üzüyor o yüzden demiştim aman boşver , dinlemeye devam :) )"
221,221,bir gün hep beraber içelim abi :),bir gün hep beraber içelim abi :)
222,222,çok yakında :),çok yakında :)
223,223,"Demek hissettiklerim yanlış değilmiş :)
Güneş yengeç, ay akrep, yükselen aslan. ","demek hissettiklerim yanlış değilmiş :) güneş yengeç , ay akrep , yükselen aslan ."
224,224,Ben konuşursam kimse bir daha konuşamayacak duruma gelir o yüzden köşemdeyim :),ben konuşursam kimse bir daha konuşamayacak duruma gelir o yüzden köşemdeyim :)
225,225,teşekkür ederim beraber olsun  :),teşekkür ederim beraber olsun :)
226,226,başo başkan geçenlerde ben soracaktım sana :D,baro başkan geçenlerde ben soracaktım sana : d
227,227,11 ne ayıp sana :),11 ne ayıp sana :)
228,228,Teşekkür ederim :) aydınlandım :),teşekkür ederim :) aydınlandım :)
229,229,Yunan arkadaşa mesaj atayım ne coşuyolarmış bakayım gene :D,yunan arkadaşa mesaj atayım ne coşuyorlarmış bakayım gene : d
230,230,mel / kay :D,mel / kay : d
231,231,"Soru bu, cevap bu! Cansu Dere program partnerim olsa muhtemelen hayatımın da partneri olurdu.:)pic.twitter.com/63mRmFPAqk","soru bu , cevap bu ! cansu dere programı partnerim olsa muhtemelen hayatımın da partneri olurdu . :) piç . twitter.com/63mrmfpaqk"
232,232,"Süper, 43’ü de bulunca yazayım sana :)))))","süper , 43’ü de bulunca yazayım sana :) ) ) ) )"
233,233,"@trtstadyum aynen yok faul :D kırmızı kart pozisyonunda da atiba cin gibi kurtardı topu aldırdı kırmızıyı rakibin faul niyeti hiç yok. adam 2 metre öteden kayıyor tek amacı atiba’yı düşürmek, atiba o topu dürtmese %100 gol pozisyonu daha neyin kırmızısı olacak?pic.twitter.com/3Rq8j9Jkmf","@trtstadyum aynen yok faul : d kırmızı kart pozisyonunda da atiba çin gibi kurtardı topu aldırdı kırmızıyı rakibin faul niyeti hiç yok . adam 2 metre öteden kayıyor tek amacı atibayı düşürmek , atiba o topu dürtmese %100 gol pozisyonu daha neyin kırmızısı olacak ? piç . twitter.com/3rq8j9jkmf"
234,234,Ne diyelim? Göt korkusu mu yoksa kelime kaşarlığı mı? Tweet silmek moda olmuş :),ne diyelim ? göt korkusu mu yoksa kelime kasarlığı mi ? tweet silmek moda olmuş :)
235,235,Övmüş övmüş...:),övmüş övmüş ... :)
236,236,24/24 seri yaptığımızda isteyen profile bakabilir :),24/24 seri yaptığımızda isteyen profile bakabilir :)
237,237,bende o güzel yoldaşlara çok teşekkür ediyorum :),bende o güzel yoldaşlara çok teşekkür ediyorum :)
238,238,Sırrı nedir acsba?:),sırrı nedir açsa ? :)
239,239,"Yine yeni yeniden Hariri  :) 
....
Hariri'nin istifasıyla boşalan başbakanlık koltuğu için aday gösterilen işadamı Semir el Hatib geri çekildiğini duyurdu.
...
Hizbullah bile Hariri'ye ""geri dön n'olur"" dedi. Lübnan'da başbakanlık bir lanet, peşini bırakmıyor :) …","yine yeni yeniden hariri :) ... . hariri'nin istifasıyla boşalan başbakanlık koltuğu için aday gösterilen işadamı semir el hatib geri çekildiğini duyurdu . ... hizbullah bile haririye "" geri dön n ' olur "" dedi . lübnan'da başbakanlık bir lanet , peşini bırakmıyor :)   …"
240,240,"Şu bakış herşeyi anlatıyor ama siz anlamıyosunuz neden acaba :D 
[#Çukur]pic.twitter.com/q3DYUFmj3y",şu bakış herşeyi anlatıyor ama siz anlamıyorsunuz neden acaba : d [ #çukur ] piç . twitter.com/q3dyufmj3y
241,241,2 maç 2 gol 4 asist oynamıyor karşim evet. Oynamasın hep böyle olsun :),2 maç 2 gol 4 asist oynamıyor karsım evet . oynamasın hep böyle olsun :)
242,242,Sana yrrm mi diyorlar sürekli :p,sen yrrm mı diyorlar sürekli :p
243,243,Kaydırma birlik olarak Edirne'ye gitmek mi çık aklımdan :))),kaydırma birlik olarak edirne'ye gitmek mi çık aklımdan :) ) )
244,244,Kerem Tunçeri’ye kadar sövmüş adam :) klinik vaka amk yaaa,kerem Tuncer’iyle kadar sövmüş adam :) klinik vaka amk yaaa
245,245,Kanka en son I love Turkey diye bağırıyodum :D,kanka en son ı love turkey diye bağırıyorum : d
246,246,Çocukların dünyası birbaşka ineği koltuğa oturttu ve koltuğu kırdı zihnimde sahne canlandı :),çocukların dünyası birbaşka ineği koltuğa oturttu ve koltuğu kırdı zihnimde sahne canlandı :)
247,247,Geçen Maysa diye bir isim duydum ilk defa baya ilgincime ve hoşuma gitmişti  :),geçen maysa diye bir isim duydum ilk defa baya ilgincime ve hoşuma gitmişti :)
248,248,O kitap seri basım devamı var merak etme :),o kitap seri basım devamı var merak etme :)
249,249,yok yok açıklamadı açıklamadı :),yok yok açıklamadı açıklamadı :)
250,250, (bunu sen istedin :)),( bunu sen istedin :) )
251,251,Aynen :),aynen :)
252,252,Bari performansı doğru yapsaydı da muzu doğru tarafından soysaydı :),bari performansı doğru yapsaydı da muzu doğru tarafından soysaydı :)
253,253,"Başlamakla iyi yapmışsınız dans en iyi şarj yöntemlerinden biri.insanın duruşunu,algısını değiştiriyor, sakinleştiriyor.yan etkisi de yok :)","başlamakla iyi yapmışsınız dans en iyi şarj yöntemlerinden biri . insanın duruşunu , algısını değiştiriyor , sakinleştiriyor . yan etkisi de yok :)"
254,254,böyle bi şey olursa çok ironik olur he :D,böyle bir şey olursa çok ironik olur he : d
255,255,"Şimdi benim burada Prof. Dr. Nihat Hatipoğlu'na sitem etmemin sebebi böyle bir meselede kaynak göstermeye tenezzül bile etmemesidir. Odatv yazarı Soner Yalçın bile köşe yazılarında hadislerin kaynaklarını tam olarak veriyor. Şaka gibi! :)
Vesselam.

Örnek: …",şimdi benim burada prof. dr. nihat hatipoğlu'na sitem etmemin sebebi böyle bir meselede kaynak göstermeye tenezzül bile etmemesidir . odatv yazarı soner yalçın bile köşe yazılarında hadislerin kaynaklarını tam olarak veriyor . şaka gibi ! :) vesselam . örnek :   …
256,256,Juniçiro Tanizaki'nin de kedi sevdiğini biliyor muydunuz :)pic.twitter.com/7Ew6zqH0xZ,Junichiro tanızaki'nin de kedi sevdiğini biliyor muydunuz :) piç . twitter.com/7ew6zqh0xz
257,257,benecede güzeldi ama detaylar için yorumlarım yok değil. yinede fazla konuşmayayım lincle uğraşamam :)),benecede güzeldi ama detaylar için yorumlarım yok değil . yine de fazla konuşmayayım linçle uğraşamam :) )
258,258,2.lig şampiyonluğu :) …,2. lig şampiyonluğu :)   …
259,259,:) inşallah.. ,:) inşallah . .
260,260,8 kişi zor yendiğiniz kayseri sonrası organize işler var diye ağlayan terim vardı :),8 kişi zor yendiğiniz kayseri sonrası organize işler var diye ağlayan terim vardı :)
261,261,Havanı atmaya çalış hala sen :),havanı atmaya çalış hala sana :)
262,262,Eyvallah :)),eyvallah :) )
263,263,Dikkat et de elinizde kalmasin :),dikkat et de elinizde kalmasın :)
264,264,Ne yapsın dişi beyin 3D uzay geometrisine yatkın değil... :),ne yapsın dişi beyin 3d uzay geometrisine yatkın değil ... :)
265,265,Tabikisi :),tabakası :)
266,266,Şitt kız boya küpü nabeeerrr :)),işte kız boya küpü nabeeerrr :) )
267,267,İlla tarihi değiştiricem diyorsunuz :),illa tarihi değiştireceğim diyorsunuz :)
268,268,yeni aşk hayatımızda mutluluk dilerim :))))),yeni aşk hayatımızda mutluluk dilerim :) ) ) ) )
269,269,Admin saplıyor :)))) VAR odasındakilere selamlar …,admin şaplıyor :) ) ) ) var odasındakilere selamlar …
270,270,"Ben yine de Bağcılar'ı kritik nokta olarak görüyorum.
Film orada kopar :)",ben yine de bağcılar'ı kritik nokta olarak görüyorum . film orada kopar :)
271,271,Tarih her şeyi yazar Kaan Bayraktutan :),tarih her şeyi yazar kaan bayraktutan :)
272,272,Mekan tarla parasını konslara yediren dayı dolu :))pic.twitter.com/4RbXMMVv7r,mekan tarla parasını konulara yediren dayı dolu :) ) piç . twitter.com/4rbxmmvv7r
273,273,abi sen koita atılmadı konuşlmuyosun yediğimiz golde adamın ayağına basıyorlar diyosun yok basmadılar gelmiş atiba pozisyonunu konuşuyosun ::) şunun gibi kırmızıyı antep maçında biz gördük 85 dk orada eksik oynadık kimse demedi bariz mariz yetişirmi yeitşmez mi,abi sen kota atılmadı konuslmuyosun yediğimiz golde adamın ayağına basıyorlar diyorsun yok basmadılar gelmiş atiba pozisyonunu konuşuyorsun : :) şunun gibi kırmızıyı antep maçında biz gördük 85 dk orada eksik oynadık kimse demedi biraz maruz yetişir mi yetişmez mi
274,274,Haklısın :),haklısın :)
275,275,Gel birlikte girelim bizim yazlıkta :),gel birlikte girelim bizim yazlıkta :)
276,276,burnumu yaptırcağımı söylediğimde yaptırma yaa senin burnun iyi gayet demeniz beni vazgeçirmiyor arkadaşlar boş yapmayın fikriniz umrumda değil :p,burnumu yaptırçağımı söylediğimde yaptırma yaa senin burnun iyi gayet demeniz beni vazgeçirmiyor arkadaşlar boş yapmayın fikriniz umurumda değil :p
277,277,"Şu çini desenli kahve fincanları, bende de olmasının yanı sıra, her gittiğim yerde görmekteyim. Kızılay'da dağıtmadı oysa :)","şu çini desenli kahve fincanları , bende de olmasının yanı sıra , her gittiğim yerde görmekteyim . kızılay'da dağıtmadı oysa :)"
278,278,Ayıp olur :)),ayıp olur :) )
279,279,Bende istiyorum gelsin şu sınav da girelim kazanalım güzel bir yer :),bende istiyorum gelsin şu sınav da girelim kazanalım güzel bir yer :)
280,280,Bi ipucu verseniz ben izmir dedim :),bir ipucu verseniz ben izmir dedim :)
281,281,En sevdiğim. :),en sevdiğim . :)
282,282,@ersinduzen ali gültiken kendini çok zorlamasın kırmızı değil :),@ersindüzen ali gültiken kendisini çok zorlamasın kırmızı değil :)
283,283,Lan bir anda anasayfa gitti ödüm koptu  günlük adrenalinimizi de aldık çok şükür :D,lan bir anda anasayfa gitti ödüm koptu günlük adrenalinimizi de aldık çok şükür : d
284,284,"Özgür Bey,hiç sormayın bunlar bir de kalkmışlar insansız taaruzi hava aracı TİHA'yı üretip uçurmuşlar.::)) …","özgür bey , hiç sormayın bunlar bir de kalkmışlar insansız taaruzi hava aracı tiha'yı üretip uçurmuşlar . : :) )   …"
285,285,"Amortentia, karışımı hazırlayan kişiye, karışımı içen kişinin bir çeşit takıntı derecesinde ilgi duymasına neden olan iksir :)","amortentia , karışımı hazırlayan kişiye , karışımı içen kişinin bir çeşit takıntı derecesinde ilgi duymasına neden olan iksir :)"
286,286,Tümer Metin sen bu akşam bir gözlük daha tak bunlar kurtarmıyor seni :) #StadyumPazar,tümer metin şen bu akşam bir gözlük daha tak bunlar kurtarmıyor sana :) #stadyumpazar
287,287,Telefonu ters çevirerek de aynı manzarayla karşılaşabilirsiniz :)pic.twitter.com/pLHqu2azNM,telefonu ters çevirerek de aynı manzarayla karımsılaşabilirsiniz :) piç . twitter.com/plhqu2aznm
288,288,Atina ptt diyorum :)),atina ptt diyorum :) )
289,289,Oldu bile :),oldu bile :)
290,290,"Reis baya büyümüş  2, 3 sene sonra çok yürekler yakar :)","reis baya büyümüş 2 , 3 sene sonra çok yürekler yakar :)"
